assembly,type_file,native_file,signature,address,arm64_instructions,isil_instructions,status,ghidra_status,ghidra_file,ghidra_detail
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowMakeYourOwnOfferInfoPopup(),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowNoInternetConnectionPopup(System.Action positiveButtonAction),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowConnectionErrorMessage(System.String titleText, System.String descriptionText, System.String buttonText, System.Action positiveButtonAction, System.Func`1<System.String> livingError)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void PromptSellConfirmation(System.Action confirmationAction),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void PromptCollectConfirmation(System.Action confirmationAction, System.String questionLocalizationIdPrefix = null)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void PromptBuyConfirmation(System.Action confirmationAction, GameLogic.Config.Costs.ICost cost)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowDeleteAccountConfirmation(System.Action confirmationAction),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowResetAccountConfirmation(System.Action confirmationAction),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowExtendGameEventPopup(Code.GameLogic.GameEvents.IBoardEventModel boardEvent, System.Nullable`1<Metaplay.Core.MetaTime> reviewEndAt, System.Boolean automaticShow, System.Action onFinalize, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowOfferGroupPopup(GameLogic.Offers.IActiveOfferGroup activeOfferGroup, System.Boolean wasShownAutomatically, System.String showMethod, Metacore.MergeMansion.Common.Options.Option`1<Metaplay.Core.Offers.OfferPlacementId> overrideOfferPlacementId)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void RegisterPopupToCloseOnEventEnd(Metaplay.Core.Activables.MetaActivableState eventModel, System.String popupToClose)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void UnregisterPopupToCloseOnEventEnd(Metaplay.Core.Activables.MetaActivableState eventModel, System.String popupToClose)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowHotspotPopupForType(GameLogic.Hotspots.IHotspotDefinition hotspot, GameLogic.Hotspots.TaskSource taskSource)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowAreaLockedHotspotPopupMenu(GameLogic.Hotspots.IHotspotDefinition hotspot, GameLogic.Hotspots.TaskSource taskSource)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowAreaHotspotPopupMenu(GameLogic.Hotspots.IHotspotDefinition hotspot, GameLogic.Hotspots.TaskSource taskSource, System.Action showHotspotFinished = null)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowAreaUnlockedPopupMenu(GameLogic.Area.IAreaInfo area),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowAreaInfoPopupMenu(GameLogic.Area.IAreaInfo area, UI.Popups.AreaInfoStyle areaInfoStyle, System.Boolean showIsNavigateBack, GameLogic.Hotspots.TaskSource taskSource)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowAreaCompleteRewardPopup(GameLogic.Area.IAreaInfo area, UI.IWalletState walletState, Metaplay.Core.RandomPCG rewardContainerRandom)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Boolean CloseCurrentMenu(UnityEngine.Object from),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Boolean CloseNoStackedMenu(UI.IMenuSection from),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Boolean NavigateBack(UnityEngine.Object from, System.Action onFinish)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Boolean NavigateBack(UnityEngine.Object from, System.Boolean showAllPrevious = False, System.Boolean showPreviousImmediately = False)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowThirdPartySurveyInboxItem(Game.Logic.Mail.IMailMessage obj),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void PromptMergeConfirmation(MergeResult mergeResult, GameLogic.Player.Items.MergeItem fromItem, GameLogic.Player.Items.MergeItem toItem, System.Action confirmationAction, System.Action cancelAction, System.Boolean isAutoMergeEnabled)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowAreaHotspotPopupMenuInventorySinkConfirmationPopup(System.Action`1<GameLogic.Hotspots.IHotspotDefinition> confirmationAction, GameLogic.Hotspots.IHotspotDefinition hotspot, System.ValueTuple`2<GameLogic.Player.Items.IItemDefinition, System.Int32>[] sinkItems)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowRentableInventoryAdvertisementPopup(GameLogic.Inventory.RentableInventorySettings settings, System.Action actionToConfirm, System.Action actionToCancel)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowRentableInventoryExtensionPopup(GameLogic.Inventory.RentableInventorySettings settings, System.Action actionToConfirm, System.Action actionToCancel)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowLayeredDecorationMaxLevelPopup(GameLogic.Decorations.DecorationInfo decoration, System.String headerLocId, System.String descriptionLocId)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowProgressionEventProgressionPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowProgressionEventStartPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowProgressionEventGenericInfoPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowProgressionEventGenericInfoPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowProgressionEventEndPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowProgressionEventEndPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowProgressionEventPurchasePassPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel, System.String triggerType, UI.Popups.ProgressionEventPurchasePassStyle style)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowProgressionEventPassObtainedPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel, Code.GameLogic.GameEvents.ProgressionEventTrack previousActiveTrack, Code.GameLogic.GameEvents.ProgressionEventTrack purchasedTrack)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowProgressionEventBackToBackPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowProgressionEventChallengeRewardPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel, System.Int32 claimedLevelNumber, System.Action rewardClaimedAction)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowProgressionEventChallengeRewardPopup(Code.GameLogic.GameEvents.ProgressionEventModel eventModel, System.Int32 claimedLevelNumber, System.Action rewardClaimedAction, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowProgressionPackEventStartPopup(Code.GameLogic.GameEvents.ProgressionPackEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowProgressionPackEventProgressionPopup(Code.GameLogic.GameEvents.ProgressionPackEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowProgressionPackEventInfoPopup(Code.GameLogic.GameEvents.ProgressionPackEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowProgressionPackAfterPurchasePopup(Code.GameLogic.GameEvents.ProgressionPackEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowCollectibleBoardEventStartPopup(Code.GameLogic.GameEvents.CollectibleBoardEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowCollectibleBoardEventEndPopup(Code.GameLogic.GameEvents.CollectibleBoardEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowCollectibleBoardEventProgressionPopup(Code.GameLogic.GameEvents.CollectibleBoardEventModel eventModel, System.Threading.CancellationToken ct, System.Boolean hideCurrentFirst = False)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowCollectibleBoardEventInfoPopup(Code.GameLogic.GameEvents.CollectibleBoardEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowCollectibleBoardEventTeasePopup(Code.GameLogic.GameEvents.CollectibleBoardEventInfo eventInfo, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowCollectibleBoardEventExtendPopup(Code.GameLogic.GameEvents.CollectibleBoardEventModel eventModel, System.Nullable`1<Metaplay.Core.MetaTime> reviewEndAt, System.Boolean automaticShow, System.Action onFinalize, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowCollectibleBoardEventTaskPopup(Code.GameLogic.GameEvents.CollectibleBoardEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowCollectibleBoardEventIntroPopup(Code.GameLogic.GameEvents.CollectibleBoardEventInfo eventInfo, Metaplay.Core.Activables.MetaActivableVisibleStatus+InPreview inPreview, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowLayeredDecorationInfoPopup(Code.GameLogic.GameEvents.CollectibleBoardEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowFallbackRewardInfoPopup(Code.GameLogic.GameEvents.CollectibleBoardEventModel eventModel, GameLogic.Player.PlayerModel playerModel, PlayerClientContext playerContext, System.Int32 level, Code.GameLogic.GameEvents.LevelEventLevelType levelType, GameLogic.Player.Rewards.IPlayerReward reward, GameLogic.Player.Rewards.IPlayerReward fallbackReward, Metacore.MergeMansion.UI.Libraries.IIconLibrary iconLibrary, System.Action`1<System.Collections.Generic.List`1<GameLogic.Player.Rewards.IPlayerReward>> onClaimed, Merge.IBoardController boardController, ITitleBarRewardWidgets titleBarRewardWidgets, System.Action claimCallback)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowDecorationOwnedPopup(Code.GameLogic.GameEvents.CollectibleBoardEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void TryShowBoardEventAreaHotspotPopup(System.String eventId),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowLayeredDecorationLockedPopup(Code.GameLogic.GameEvents.CollectibleBoardEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowLevelUpMergeChainPopup(GameLogic.MergeChains.IMergeChainDefinition mergeChain, System.Int32 level)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowLeaderboardEventStartPopup(Code.GameLogic.GameEvents.LeaderboardEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowLeaderboardEventInfoPopup(Code.GameLogic.GameEvents.LeaderboardEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowLeaderboardEventRankingPopup(Code.GameLogic.GameEvents.LeaderboardEventModel eventModel, System.Threading.CancellationToken ct, System.Action buttonActionOverride = null)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowLeaderboardEventRankingPopup(Code.GameLogic.GameEvents.LeaderboardEventModel eventModel, System.ValueTuple`2<System.Collections.Generic.List`1<Code.GameLogic.GameEvents.LeaderboardEventPlayerRankingEntry>, System.Int32> rankingsAndRankingPosition, System.Threading.CancellationToken ct, System.Action buttonActionOverride = null)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowLeaderboardEventEndPopup(Code.GameLogic.GameEvents.LeaderboardEventModel eventModel, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,UI.Popups.LeaderboardEventRankingPopup TryGetExistingLeaderboardEventRankingPopup(Code.GameLogic.GameEvents.LeaderboardEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowLeaderboardEventDeterminingRewardsPopup(),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowMiniEventStartPopup(GameLogic.MiniEvents.MiniEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowMiniEventInfoPopup(GameLogic.MiniEvents.MiniEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowBoultonLeagueEventStartPopup(Code.GameLogic.GameEvents.BoultonLeagueEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowBoultonLeagueEventInfoPopup(Code.GameLogic.GameEvents.BoultonLeagueEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowBoultonLeagueEventProgressionPopup(Code.GameLogic.GameEvents.BoultonLeagueEventModel eventModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowBoultonLeagueEventEndPopup(Code.GameLogic.GameEvents.BoultonLeagueEventModel eventModel, UI.Popups.BoultonLeagueEventEndPopupShowParams showParams = null)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowBoultonLeagueDeterminingLeaderboardPlacementRewardsPopup(),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowPlayerNameNotificationPopup(GameLogic.Player.IPlayer playerModel, UI.Popups.PlayerNamePopupFlags playerNamePopupFlags)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowPlayerNamePopup(GameLogic.Player.IPlayer playerModel, System.Boolean hideCurrentFirst = False, UI.Popups.PlayerNamePopupFlags flags = 0)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowReportPlayerPopup(System.Nullable`1<System.Int32> participantIdxToReport, System.Nullable`1<Metaplay.Core.EntityId> entityIdToReport, System.String reportedPlayerName, System.Boolean hideCurrentFirst = False)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowGenericRewardPopup(GameLogic.Player.Rewards.IPlayerReward reward, System.String headerLocalizationId, System.Object[] headerLocalizationArgs, System.Action onClose, UI.IWalletState customWalletState = null, Metaplay.Core.RandomPCG rewardContainerRandomCheckpoint = null)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowReEngagementRewardPopup(GameLogic.GameFeatures.ReEngagementSettings settings),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"Cysharp.Threading.Tasks.UniTask ShowCameraTutorialPopup(Code.GameLogic.GameEvents.CollectibleBoardEventId relatedEventId, System.Threading.CancellationToken ct)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowSeasonStartPopup(GameLogic.Seasonality.SeasonInfo season, System.Action completeAction)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void SetTab(System.String targetId, System.Int32 tabIndex)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Boolean IsDebugStatePreventing(),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowPetRewardPopup(GameLogic.Player.Rewards.PetInfo petInfo, System.Action onClose)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowDecorationShopPopup(GameLogic.Config.DecorationShop.DecorationShopModel decorationShopModel),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowInfiniteEnergyPopup(Metaplay.Core.MetaDuration duration, System.Boolean showAfterMenusClosed = False, System.Boolean animateRewardClaim = True, System.Action onClosed = null)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowAutoMergeBoosterPopup(Metaplay.Core.MetaDuration durationSeconds),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowSkipTimePopup(Metaplay.Core.MetaDuration skipDuration, System.Action onClosed)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowCooldownRemoverRewardPopup(Metaplay.Core.MetaDuration duration, System.Action onClose)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowOnFireRewardPopup(Metaplay.Core.MetaDuration duration, System.Action onClose)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowOnFireInfoPopup(System.Action onImpact),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowCelebrationPopup(System.Action onRestart, System.String type)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowCardGamePopupMenu(GameLogic.Hotspots.IHotspotDefinition hotspot, GameLogic.Hotspots.TaskSource taskSource)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowWebShopPurchasePopupMenu(Game.Cloud.Webshop.WebshopPurchase webShopPurchase),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,System.Void ShowWebShopSecureCodePopupMenu(),,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowWebShopSignInPopupMenu(System.String mergeMansionUrl, System.String code)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowConfirmationDialogPopup(System.String titleTextLocId, System.String questionTextLocId, System.String confirmButtonTextLocId, System.String cancelButtonTextLocId, System.Action confirmAction, System.Action cancelAction, UI.States.ConfirmationDialogExtra extra)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowLocationTravelPopup(GameLogic.Area.LocationTravelInfo locationTravelInfo, GameLogic.Hotspots.TaskSource taskSource, System.Action onTravel = null, System.Boolean allowNegativeActions = True)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowLocationTravelConfirmationPopup(LocationId locationId, System.Boolean forceTravel, System.String eventLocId = , System.Action onTravel = null, GameLogic.Area.IAreaInfo areaInfo = null, System.Boolean isAreaTeaser = False)",,0,0,signature_only,,,
Mansion.Scripts,UI/IMenuController.cs,native/Cpp2IL-ISIL/Mansion.Scripts/UI/IMenuController.txt,"System.Void ShowIllustrationPopupMenu(GameLogic.Hotspots.IHotspotDefinition hotspot, GameLogic.Hotspots.TaskSource taskSource)",,0,0,signature_only,,,
